project_id,mp_id,mp_name,state,constituency,mp_type,parliamentary_term,district,block,village,sector,sub_sector,project_name,recommended_amount,sanctioned_amount,funds_released,expenditure,unspent_balance,start_date,expected_completion_date,reported_progress_pct,work_status,data_type,risk_score,risk_level,cost_anomaly_score,progress_anomaly_score,delay_risk_score,duplicate_similarity_score,risk_reasons,risk_last_updated
P02607,MP010,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Pipelines,Pipelines Improvement at Village Gamma,756000,727000,662000,457000,205000,2024-07-04,2026-01-29,62.3,Delayed,SYNTHETIC_DEMO,10.6,LOW,0.0,8.08,58.904,0.0,Project duration/status indicates delay risk,2026-09-01
P02608,MP017,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District A,Block 1,Village Alpha,Sanitation,Waste Management,Waste Management Improvement at Village Alpha,1167000,3314000,1600000,353000,1247000,2025-01-05,2025-12-19,33.1,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,70.137,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02609,MP024,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District F,Block 6,Village Zeta,Health,Community Clinics,Community Clinics Improvement at Village Zeta,1225000,1175000,1037000,454000,583000,2023-02-03,2023-06-10,91.9,Stalled,SYNTHETIC_DEMO,29.5,LOW,20.337,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02610,MP031,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District A,Block 1,Village Alpha,Education,Laboratories,Laboratories Improvement at Village Alpha,1011000,1042000,583000,157000,426000,2023-10-02,2024-08-01,25.5,Stalled,SYNTHETIC_DEMO,25.2,LOW,13.255,1.716,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02611,MP038,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District H,Block 8,Village Theta,Electricity,Solar Pumps,Solar Pumps Improvement at Village Theta,733000,696000,508000,172000,336000,2024-01-02,2024-11-28,76.3,Stalled,SYNTHETIC_DEMO,27.4,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02612,MP045,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District H,Block 8,Village Theta,Education,Laboratories,Laboratories Improvement at Village Theta,700000,729000,496000,309000,187000,2025-02-17,2026-12-07,91.4,Ongoing,SYNTHETIC_DEMO,3.9,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02613,MP052,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District C,Block 3,Village Gamma,Electricity,Street Lighting,Street Lighting Improvement at Village Gamma,1428000,1440000,887000,489000,398000,2024-08-19,2025-02-04,90.9,Stalled,SYNTHETIC_DEMO,31.6,LOW,48.39,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02614,MP059,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District A,Block 1,Village Alpha,Health,Medical Equipment,Medical Equipment Improvement at Village Alpha,780000,718000,605000,278000,327000,2023-02-26,2024-11-09,89.9,Stalled,SYNTHETIC_DEMO,23.4,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02615,MP006,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District C,Block 3,Village Gamma,Community Assets,Community Halls,Community Halls Improvement at Village Gamma,748000,779000,580000,288000,292000,2023-05-10,2024-10-29,77.2,Stalled,SYNTHETIC_DEMO,18.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02616,MP013,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District A,Block 1,Village Alpha,Electricity,Street Lighting,Street Lighting Improvement at Village Alpha,603000,591000,517000,265000,252000,2024-08-16,2026-04-05,64.5,Ongoing,SYNTHETIC_DEMO,13.0,LOW,0.0,0.0,40.822,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02617,MP020,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Community Water Points,Community Water Points Improvement at Village Gamma,1832000,1916000,1624000,551000,1073000,2025-04-25,2026-09-25,73.2,Ongoing,SYNTHETIC_DEMO,28.1,LOW,100.0,0.0,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P02618,MP027,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District E,Block 5,Village Epsilon,Health,Health Centres,Health Centres Improvement at Village Epsilon,823000,765000,724000,494000,230000,2022-11-27,2024-05-15,74.1,Stalled,SYNTHETIC_DEMO,15.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02619,MP034,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District F,Block 6,Village Zeta,Education,Libraries,Libraries Improvement at Village Zeta,468000,438000,288000,102000,186000,2025-09-11,2026-12-25,87.2,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02620,MP041,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District C,Block 3,Village Gamma,Sanitation,Waste Management,Waste Management Improvement at Village Gamma,2183000,2046000,1192000,431000,761000,2023-11-16,2025-08-02,56.0,Stalled,SYNTHETIC_DEMO,45.6,MEDIUM,95.388,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02621,MP048,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District F,Block 6,Village Zeta,Community Assets,Parks,Parks Improvement at Village Zeta,2368000,2281000,2246000,1168000,1078000,2025-02-27,2027-02-06,70.3,Ongoing,SYNTHETIC_DEMO,26.6,LOW,100.0,0.0,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P02622,MP055,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District H,Block 8,Village Theta,Education,Laboratories,Laboratories Improvement at Village Theta,830000,857000,570000,171000,399000,2023-06-06,2024-08-07,36.5,Stalled,SYNTHETIC_DEMO,17.7,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02623,MP002,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District C,Block 3,Village Gamma,Community Assets,Parks,Parks Improvement at Village Gamma,768000,734000,435000,219000,216000,2025-03-09,2026-10-05,71.1,Ongoing,SYNTHETIC_DEMO,3.4,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02624,MP009,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District G,Block 7,Village Eta,Roads,Bridges,Bridges Improvement at Village Eta,3656000,3390000,2958000,1689000,1269000,2023-04-03,2023-12-02,58.7,Stalled,SYNTHETIC_DEMO,57.2,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02625,MP016,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District A,Block 1,Village Alpha,Health,Health Centres,Health Centres Improvement at Village Alpha,812000,816000,653000,485000,168000,2023-12-30,2024-10-07,91.7,Stalled,SYNTHETIC_DEMO,15.9,LOW,4.014,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02626,MP023,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Pipelines,Pipelines Improvement at Village Gamma,762000,782000,662000,505000,157000,2024-02-07,2024-08-11,89.8,Stalled,SYNTHETIC_DEMO,25.1,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02627,MP030,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District C,Block 3,Village Gamma,Roads,Drainage Roads,Drainage Roads Improvement at Village Gamma,352000,347000,342000,156000,186000,2022-08-15,2023-11-06,50.4,Stalled,SYNTHETIC_DEMO,18.1,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02628,MP037,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District F,Block 6,Village Zeta,Community Assets,Parks,Parks Improvement at Village Zeta,954000,989000,891000,362000,529000,2025-10-09,2026-01-21,60.0,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,8.038,0.0,61.096,95.1,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P02629,MP044,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District E,Block 5,Village Epsilon,Water Supply,Borewells,Borewells Improvement at Village Epsilon,459000,457000,326000,124000,202000,2024-08-20,2026-07-09,10.3,Ongoing,SYNTHETIC_DEMO,4.7,LOW,0.0,33.284,14.795,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02630,MP051,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District F,Block 6,Village Zeta,Community Assets,Public Shelters,Public Shelters Improvement at Village Zeta,1074000,1021000,568000,230000,338000,2025-09-30,2027-02-14,80.2,Ongoing,SYNTHETIC_DEMO,6.8,LOW,15.831,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02631,MP058,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District B,Block 2,Village Beta,Education,Classrooms,Classrooms Improvement at Village Beta,927000,938000,581000,541000,40000,2025-07-27,2026-03-30,40.6,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,6.153,63.018,42.466,0.0,Expenditure is high relative to reported progress | Project duration/status indicates delay risk,2026-09-01
P02632,MP005,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District E,Block 5,Village Epsilon,Roads,Internal Roads,Internal Roads Improvement at Village Epsilon,988000,1027000,988000,693000,295000,2023-04-01,2024-03-25,75.4,Stalled,SYNTHETIC_DEMO,21.3,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02633,MP012,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Public Toilets,Public Toilets Improvement at Village Gamma,1092000,1042000,914000,407000,507000,2025-03-05,2027-01-25,58.5,Ongoing,SYNTHETIC_DEMO,4.0,LOW,9.986,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02634,MP019,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District F,Block 6,Village Zeta,Community Assets,Market Sheds,Market Sheds Improvement at Village Zeta,389000,381000,297000,168000,129000,2025-06-22,2027-05-19,59.7,Ongoing,SYNTHETIC_DEMO,0.8,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02635,MP026,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District H,Block 8,Village Theta,Sanitation,Drainage,Drainage Improvement at Village Theta,2118000,2168000,1504000,833000,671000,2023-06-03,2024-02-20,38.3,Stalled,SYNTHETIC_DEMO,52.2,MEDIUM,100.0,20.503,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02636,MP033,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District D,Block 4,Village Delta,Roads,Internal Roads,Internal Roads Improvement at Village Delta,2721000,2805000,2753000,1647000,1106000,2022-10-05,2024-09-23,95.5,Stalled,SYNTHETIC_DEMO,52.2,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02637,MP040,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Water Tanks,Water Tanks Improvement at Village Gamma,2325000,2378000,2169000,913000,1256000,2024-11-29,2025-02-27,43.8,Stalled,SYNTHETIC_DEMO,51.6,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02638,MP047,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District A,Block 1,Village Alpha,Education,School Buildings,School Buildings Improvement at Village Alpha,2798000,2623000,1827000,1119000,708000,2023-01-06,2024-09-10,43.9,Stalled,SYNTHETIC_DEMO,54.4,MEDIUM,100.0,20.818,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02639,MP054,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District C,Block 3,Village Gamma,Electricity,Solar Pumps,Solar Pumps Improvement at Village Gamma,929000,957000,895000,233000,662000,2025-12-22,2027-07-18,32.5,Ongoing,SYNTHETIC_DEMO,5.6,LOW,9.778,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02640,MP001,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District B,Block 2,Village Beta,Education,Libraries,Libraries Improvement at Village Beta,497000,502000,461000,135000,326000,2023-08-07,2025-05-31,65.5,Stalled,SYNTHETIC_DEMO,19.6,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02641,MP008,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District G,Block 7,Village Eta,Health,Health Infrastructure,Health Infrastructure Improvement at Village Eta,1317000,1247000,798000,321000,477000,2026-03-17,2027-10-13,67.9,Ongoing,SYNTHETIC_DEMO,7.4,LOW,17.557,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02642,MP015,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District F,Block 6,Village Zeta,Education,Libraries,Libraries Improvement at Village Zeta,3487000,3606000,2835000,1302000,1533000,2025-03-22,2025-09-08,58.2,Stalled,SYNTHETIC_DEMO,49.1,MEDIUM,100.0,0.0,98.082,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02643,MP022,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Waste Management,Waste Management Improvement at Village Gamma,1475000,1508000,850000,327000,523000,2025-10-19,2026-10-28,58.8,Ongoing,SYNTHETIC_DEMO,15.4,LOW,48.393,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02644,MP029,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Parks,Parks Improvement at Village Eta,250000,254000,213000,107000,106000,2025-05-22,2026-11-15,42.5,Ongoing,SYNTHETIC_DEMO,4.6,LOW,0.0,9.282,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02645,MP036,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District B,Block 2,Village Beta,Health,Community Clinics,Community Clinics Improvement at Village Beta,868000,859000,788000,574000,214000,2025-05-17,2026-11-03,79.7,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02646,MP043,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Community Assets,Public Shelters,Public Shelters Improvement at Village Gamma,250000,231000,165000,104000,61000,2022-05-22,2023-08-29,81.1,Stalled,SYNTHETIC_DEMO,15.1,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02647,MP050,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District F,Block 6,Village Zeta,Electricity,Solar Pumps,Solar Pumps Improvement at Village Zeta,648000,616000,502000,131000,371000,2026-05-01,2027-10-07,44.6,Ongoing,SYNTHETIC_DEMO,1.1,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02648,MP057,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District G,Block 7,Village Eta,Water Supply,Water Tanks,Water Tanks Improvement at Village Eta,860000,857000,636000,170000,466000,2024-05-06,2025-02-03,62.6,Stalled,SYNTHETIC_DEMO,24.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02649,MP004,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District D,Block 4,Village Delta,Community Assets,Community Halls,Community Halls Improvement at Village Delta,543000,545000,513000,158000,355000,2024-09-22,2025-12-25,22.3,Delayed,SYNTHETIC_DEMO,17.4,LOW,0.0,10.199,68.493,0.0,Project duration/status indicates delay risk,2026-09-01
P02650,MP011,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District A,Block 1,Village Alpha,Sanitation,Waste Management,Waste Management Improvement at Village Alpha,1204000,1261000,949000,396000,553000,2025-07-14,2026-08-25,79.4,Ongoing,SYNTHETIC_DEMO,9.7,LOW,26.817,0.0,1.918,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02651,MP018,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District F,Block 6,Village Zeta,Education,School Buildings,School Buildings Improvement at Village Zeta,346000,348000,271000,114000,157000,2023-09-02,2025-04-28,60.1,Stalled,SYNTHETIC_DEMO,19.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02652,MP025,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District C,Block 3,Village Gamma,Roads,Bridges,Bridges Improvement at Village Gamma,1754000,3172000,3172000,1156000,2016000,2025-11-16,2026-11-22,89.8,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P02653,MP032,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Market Sheds,Market Sheds Improvement at Village Eta,869000,905000,870000,219000,651000,2022-06-29,2023-06-13,40.3,Stalled,SYNTHETIC_DEMO,22.5,LOW,10.702,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02654,MP039,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District A,Block 1,Village Alpha,Education,School Buildings,School Buildings Improvement at Village Alpha,419000,440000,391000,348000,43000,2026-04-10,2027-11-03,92.3,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,0.0,92.4,Potential duplicate/near-duplicate project detected,2026-09-01
P02655,MP046,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District H,Block 8,Village Theta,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Theta,734000,726000,627000,179000,448000,2023-03-22,2023-09-08,70.6,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02656,MP053,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District A,Block 1,Village Alpha,Community Assets,Community Halls,Community Halls Improvement at Village Alpha,549000,512000,329000,287000,42000,2024-04-26,2024-08-23,95.7,Stalled,SYNTHETIC_DEMO,17.9,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02657,MP060,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Waste Management,Waste Management Improvement at Village Gamma,882000,921000,766000,380000,386000,2022-12-26,2023-06-18,48.3,Stalled,SYNTHETIC_DEMO,24.0,LOW,0.0,1.57,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02658,MP007,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District A,Block 1,Village Alpha,Health,Health Centres,Health Centres Improvement at Village Alpha,863000,806000,611000,200000,411000,2024-09-25,2025-02-25,34.6,Stalled,SYNTHETIC_DEMO,25.3,LOW,2.944,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02659,MP014,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District E,Block 5,Village Epsilon,Education,School Buildings,School Buildings Improvement at Village Epsilon,2076000,2093000,1813000,553000,1260000,2023-05-03,2025-04-20,51.5,Stalled,SYNTHETIC_DEMO,52.3,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02660,MP021,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District F,Block 6,Village Zeta,Community Assets,Community Halls,Community Halls Improvement at Village Zeta,3743000,3906000,2793000,953000,1840000,2026-01-06,2027-02-24,28.8,Ongoing,SYNTHETIC_DEMO,26.6,LOW,100.0,6.385,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P02661,MP028,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District F,Block 6,Village Zeta,Community Assets,Parks,Parks Improvement at Village Zeta,865000,907000,772000,508000,264000,2025-02-21,2025-06-05,56.9,Stalled,SYNTHETIC_DEMO,22.9,LOW,0.462,10.684,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02662,MP035,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Market Sheds,Market Sheds Improvement at Village Eta,455000,429000,325000,105000,220000,2025-12-28,2026-05-29,30.5,Stalled,SYNTHETIC_DEMO,4.9,LOW,0.0,2.169,26.027,0.0,Project duration/status indicates delay risk,2026-09-01
P02663,MP042,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District C,Block 3,Village Gamma,Roads,Internal Roads,Internal Roads Improvement at Village Gamma,976000,949000,535000,307000,228000,2026-05-02,2027-04-30,76.6,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02664,MP049,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District H,Block 8,Village Theta,Roads,Internal Roads,Internal Roads Improvement at Village Theta,1091000,1037000,577000,300000,277000,2022-07-01,2023-07-08,28.4,Stalled,SYNTHETIC_DEMO,27.8,LOW,0.566,28.312,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02665,MP056,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District C,Block 3,Village Gamma,Sanitation,Waste Management,Waste Management Improvement at Village Gamma,250000,239000,183000,63000,120000,2023-03-21,2023-06-22,84.9,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,91.4,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P02666,MP003,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District F,Block 6,Village Zeta,Education,Libraries,Libraries Improvement at Village Zeta,571000,561000,323000,162000,161000,2022-11-28,2024-02-10,26.3,Stalled,SYNTHETIC_DEMO,25.3,LOW,0.0,28.626,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02667,MP010,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District H,Block 8,Village Theta,Health,Health Centres,Health Centres Improvement at Village Theta,845000,863000,761000,606000,155000,2022-09-28,2023-04-25,76.2,Stalled,SYNTHETIC_DEMO,23.1,LOW,9.045,4.118,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02668,MP017,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District B,Block 2,Village Beta,Roads,Internal Roads,Internal Roads Improvement at Village Beta,713000,682000,660000,414000,246000,2023-04-16,2024-06-04,84.7,Stalled,SYNTHETIC_DEMO,19.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02669,MP024,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Public Toilets,Public Toilets Improvement at Village Gamma,574000,551000,327000,157000,170000,2022-04-22,2023-02-28,79.3,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,96.8,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P02670,MP031,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District H,Block 8,Village Theta,Community Assets,Public Shelters,Public Shelters Improvement at Village Theta,548000,545000,397000,178000,219000,2022-09-14,2023-08-22,70.7,Stalled,SYNTHETIC_DEMO,19.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02671,MP038,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Classrooms,Classrooms Improvement at Village Gamma,2050000,2088000,1898000,951000,947000,2023-12-27,2024-05-19,61.1,Stalled,SYNTHETIC_DEMO,45.1,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02672,MP045,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Community Clinics,Community Clinics Improvement at Village Gamma,2103000,2011000,1380000,940000,440000,2023-10-24,2024-06-13,61.4,Stalled,SYNTHETIC_DEMO,44.0,MEDIUM,94.097,8.059,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02673,MP052,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District G,Block 7,Village Eta,Sanitation,Drainage,Drainage Improvement at Village Eta,977000,1006000,636000,306000,330000,2023-07-07,2024-04-14,82.2,Stalled,SYNTHETIC_DEMO,23.1,LOW,5.426,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02674,MP059,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Classrooms,Classrooms Improvement at Village Gamma,897000,830000,572000,263000,309000,2023-11-26,2024-11-15,65.3,Stalled,SYNTHETIC_DEMO,17.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02675,MP006,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District E,Block 5,Village Epsilon,Community Assets,Market Sheds,Market Sheds Improvement at Village Epsilon,708000,669000,467000,249000,218000,2022-10-07,2024-05-20,49.7,Stalled,SYNTHETIC_DEMO,23.8,LOW,0.0,4.343,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02676,MP013,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District F,Block 6,Village Zeta,Education,Libraries,Libraries Improvement at Village Zeta,433000,418000,316000,210000,106000,2025-11-05,2027-07-23,73.5,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02677,MP020,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District A,Block 1,Village Alpha,Health,Medical Equipment,Medical Equipment Improvement at Village Alpha,614000,577000,456000,211000,245000,2025-07-12,2026-11-08,97.2,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02678,MP027,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Water Tanks,Water Tanks Improvement at Village Gamma,340000,349000,243000,127000,116000,2024-03-11,2025-03-31,82.1,Stalled,SYNTHETIC_DEMO,14.7,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02679,MP034,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District E,Block 5,Village Epsilon,Water Supply,Borewells,Borewells Improvement at Village Epsilon,1502000,1447000,1268000,462000,806000,2022-10-03,2024-06-09,40.2,Stalled,SYNTHETIC_DEMO,36.9,LOW,50.499,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02680,MP041,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District E,Block 5,Village Epsilon,Electricity,Solar Lighting,Solar Lighting Improvement at Village Epsilon,521000,514000,400000,131000,269000,2023-06-21,2025-01-09,39.3,Stalled,SYNTHETIC_DEMO,22.6,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
